2019-10-14 22:50:09,502 WARN  [main] util.NativeCodeLoader (NativeCodeLoader.java:<clinit>(60)) - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
"A76","Red Fox Bay Airport","Red Fox Bay","AK",,,
"A77","Shearwater Airport","Shearwater","AK",,,
"A78","Lake","Cape Simpson","AK",,,
"A79","Cape Simpson No. 1","Cape Simpson","AK",,,
"A7K","Nakochna Airport","Nakochna","AK",,,
"A80","Cape Simpson No. 7","Cape Simpson","AK",,,
"A81","Cape Simpson #1","Aglaq","AK",,,
"A82","Nikiski Private Airstrip","Nikiski","AK",,,
"A83","Petrof Point Airport","Petrof Point","AK",,,
"A84","Denali West Lodge Private","Denali","AK",,,
"A85","Big River Airport","Big River","AK",,,
"A87","Carry Inlet Airport","Carry Inlet","AK",,,
"A89","Montague Island Airport","Montague Island","AK",,,
"A90","Shannon Pond Airport","Shannon Pond","AK",,,
"A91","Omalik Lagoon Airport","Omalik Lagoon","AK",,,
"A92","Omolik Lagoon Airport","Omolik Lagoon","AK",,,
"A93","Bradley Lake Project Airport","Bradley Lake Project","AK",,,
"A94","Ice Strip","Barrow","AK",,,
"A95","Ice Strip","Barrow","AK",,,
"A96","Ice Strip","Barrow","AK",,,
"A97","Akulik Air Strip","Akulik","AK",,,
"A98","Deadfall Air Strip","Deadfall","AK",,,
"A99","Eagle Creek Airport","Eagle Creek","AK",,,
"AA1","Ice Kong","Bethel","AK",,,
"AA2","Icicle Seafoods","Naknek-1","AK",,,
"AA4","Glacier Split","Kachemak Bay","AK",,,
"AA5","Selby Lake Airport","Selby Lake","AK",,,
"AA7","Independence Creek Airport","Independence Creek","AK",,,
"AA8","Badami","Deadhorse","AK",,,
"AA9","Napaimute Pioneer Airfield","Napaimute","AK",,,
"AAA","Anaa Airport","Anaa","French Polynesia",,,
"AAB","Arrabury Station","Arrabury","Australia",,,
"AAC","El Arish International","El Arish","Egypt",,,
"AAD","Ad-Dabbah Airport","Ad-Dabbah","Sudan",,,
"AAE","Rabah Bitat","Annaba","Algeria",,,
"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola","FL",,,
"AAH","Aachen Merzbrueck","Aachen","Germany",,,
"AAI","Arraias Airport","Arraias","Brazil",,,
"AAL","Aalborg Airport","Aalborg","Denmark",,,
"AAM","Malamala","Mala Mala","South Africa",,,
"AAN","Al Ain International","Al Ain","United Arab Emirates",,,
"AAO","Anaco Airport","Anaco","Venezuela",,,
"AAQ","Vityazevo","Anapa","Russia",,,
"AAR","Aarhus Airport","Aarhus","Denmark",,,
"AAU","Asau W Sam","Asau","Samoa",,,
"AAX","Romeu Zema","Araxa","Brazil",,,
"ABA","Abakan Airport","Abakan","Russia",,,
"ABD","Abadan Airport","Abadan","Iran",,,
"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton","PA",,,
"ABI","Abilene Regional","Abilene","TX",,,
"ABJ","Felix Houphouet Boigny Abidjan International","Abidjan","Cote",,,
"ABK","Kebri Dahar","Kabri Dar","Ethiopia",,,
"ABL","Ambler River","Ambler","AK",,,
"ABQ","Albuquerque International Sunport","Albuquerque","NM",,,
"ABR","Aberdeen Regional","Aberdeen","SD",,,
"ABS","Abu Simbel Airport","Abu Simbel","Egypt",,,
"ABT","King Saud Bin Abdulaziz","Al-Baha","Saudi Arabia",,,
"ABV","Nnamdi Azikiwe International","Abuja","Nigeria",,,
"ABX","Albury Airport","Albury","Australia",,,
"ABY","Southwest Georgia Regional","Albany","GA",,,
"ABZ","Aberdeen Dyce","Aberdeen","United Kingdom",,,
"ACA","General Juan N Alvarez International","Acapulco","Mexico",,,
"ACB","Antrim County","Bellaire","MI",,,
"ACC","Accra Kotoka International","Accra","Ghana",,,
"ACE","Lanzarote","Arrecife","Spain",,,
"ACH","St Gallen Altenrhein","Altenrhein","Switzerland",,,
"ACI","Alderney Airport","Alderney","United Kingdom",,,
"ACK","Nantucket Memorial","Nantucket","MA",,,
"ACT","Waco Regional","Waco","TX",,,
"ACU","Achutupo Airport","Achutupo","Panama",,,
"ACV","California Redwood Coast Humboldt County","Arcata/Eureka","CA",,,
"ACY","Atlantic City International","Atlantic City","NJ",,,
"ADA","Adana International","Adana","Turkey",,,
"ADB","Adnan Menderes","Izmir","Turkey",,,
"ADC","Andakombe Airport","Andakombe","Papua New Guinea",,,
"ADD","Bole International","Addis Ababa","Ethiopia",,,
"ADE","Aden International","Aden","Yemen",,,
"ADJ","Marka International","Amman","Jordan",,,
"ADK","Adak","Adak Island","AK",,,
"ADL","Adelaide International","Adelaide","Australia",,,
"ADM","Ardmore Municipal","Ardmore","OK",,,
"ADN","Andes Airport","Andes","Colombia",,,
"ADO","Andamooka Airport","Andamooka","Australia",,,
"ADQ","Kodiak Airport","Kodiak","AK",,,
"ADS","Addison","Dallas","TX",,,
"ADT","Ada Regional","Ada","OK",,,
"ADW","Joint Base Andrews","Camp Springs","MD",,,
"ADX","RAF Leuchars","St Andrews","United Kingdom",,,
"ADZ","Gustavo Rojas Pinilla","San Andres Island","Colombia",,,
"AE1","Liwa Airbase","Liwa","United Arab Emirates",,,
"AE2","Sweihan Airbase","Sweihan","United Arab Emirates",,,
"AED","Aleneva Airport","Aleneva","AK",,,
"AEG","Aek Godang","Padang Sidempuan","Indonesia",,,
"AEH","Abeche Airport","Abeche","Chad",,,
"AEO","Aioun El Atrouss Airport","Aioun El Atrouss","Mauritania",,,
"AEP","Aeroparque Jorge Newbery","Buenos Aires","Argentina",,,
"AER","Adler/Sochi Airport","Adler/Sochi","Russia",,,
"AES","Vigra","Aalesund","Norway",,,
"AET","Allakaket Airport","Allakaket","AK",,,
"AEX","Alexandria International","Alexandria","LA",,,
"AEY","Akureyri Airport","Akureyri","Iceland",,,
"AF1","Bagram Air Base","Bagram","Afghanistan",,,
"AF2","Bastion Airfield","Lashkar Gah","Afghanistan",,,
"AF3","Dwyer Airport","Dwyer","Afghanistan",,,
"AF4","Shindand Airport","Shindand","Afghanistan",,,
"AFA","San Rafael Airport","San Rafael","Argentina",,,
"AFF","USAF Academy Airfield","Colorado Springs","CO",,,
"AFK","Nebraska City Municipal","Nebraska","NE",,,
"AFO","Afton Municipal","Afton","WY",,,
"AFP","Anson County Jeff Cloud Field","Wadesboro","NC",,,
"AFU","Al Udeid Air Base","Doha","Qatar",,,
"AFW","Fort Worth Alliance","Dallas/Fort Worth","TX",,,
"AFY","Afyon Airport","Afyon","Turkey",,,
"AGA","Inezgane","Agadir","Morocco",,,
"AGB","Augsburg Airport","Augsburg","Germany",,,
"AGC","Allegheny County","Pittsburgh","PA",,,
"AGF","Agen La Garenne","Agen","France",,,
"AGG","Angoram Airport","Angoram","Papua New Guinea",,,
"AGH","Angelholm","Angelholm/Helsingborg","Sweden",,,
"AGK","Kagua Airport","Kagua","Papua New Guinea",,,
"AGL","Wanigela Airport","Wanigela","Papua New Guinea",,,
"AGN","Angoon Seaplane Base","Angoon","AK",,,
"AGP","Malaga Airport","Malaga","Spain",,,
"AGQ","Agrinion Airport","Agrinion","Greece",,,
"AGR","Agra Airport","Agra","India",,,
"AGS","Augusta Regional at Bush Field","Augusta","GA",,,
"AGT","Guarani International","Ciudad del Este","Paraguay",,,
"AGU","Jesus Teran International","Aguascalientes","Mexico",,,
"AGV","Oswaldo Guevara Mujica","Acarigua","Venezuela",,,
"AGX","Agatti Island Airport","Agatti Island","India",,,
"AHA","Naha AB","Okinawa","Japan",,,
"AHB","Abha Airport","Abha","Saudi Arabia",,,
"AHD","Ardmore Downtown Executive","Ardmore","OK",,,
"AHN","Athens/Ben Epps","Athens","GA",,,
"AHO","Alghero","Alghero/Sassari","Italy",,,
"AHS","Auas","Ahuas","Honduras",,,
"AHT","Amchitka","Amchitka Island","AK",,,
"AHU","Cherif El Idrissi International","Al Hoceima","Morocco",,,
"AIA","Alliance Municipal","Alliance","NE",,,
"AIB","Anita Bay Airport","Anita Bay","AK",,,
"AID","Anderson Municipal-Darlington Field","Anderson","IN",,,
"AIK","Aiken Regional","Aiken","SC",,,
"AIN","Wainwright Airport","Wainwright","AK",,,
"AIO","Atlantic Municipal","Atlantic","IA",,,
"AIT","Aitutaki Airport","Aitutaki","Cook Islands",,,
"AIY","Bader Field","Atlantic City","NJ",,,
"AIZ","Lee C Fine Memorial","Lake of the Ozarks","MO",,,
"AJA","Ajaccio Napoleon Bonaparte","Ajaccio","France",,,
"AJF","Al Jouf","Jouf","Saudi Arabia",,,
"AJJ","Akjoujt Airport","Akjoujt","Mauritania",,,
"AJL","Lengpui","Aizwal","India",,,
"AJN","Ouani","Anjouan","Comoros",,,
"AJR","Arvidsjaur Airport","Arvidsjaur","Sweden",,,
"AJU","Santa Maria International","Aracaju","Brazil",,,
"AJY","Mano Dayak","Agades","Niger",,,
"AK1","Kelly Creek Airstrip","Seward Peninsula","AK",,,
"AK2","Bear Fish Camp Airport","Bear Fish Camp","AK",,,
"AK3","Gold King Creek","Fairbanks","AK",,,
"AK4","Squaw Lake Airport","Squaw Lake","AK",,,
"AK5","Qugruc Airport","Qugruc","AK",,,
"AK6","Gold King 2 Airport","Gold King 2","AK",,,
"AK7","Hunter Creek","Rampart","AK",,,
"AK8","Zips Airport","Zips","AK",,,
"AK9","Tolstoi Bay Airport","Tolstoi Bay","AK",,,
"AKB","Atka Airport","Atka","AK",,,
"AKC","Akron Fulton International","Akron","OH",,,
"AKF","Kufra","Kufrah","Libya",,,
"AKH","Prince Sultan AB","Al Kharj","Saudi Arabia",,,
"AKI","Akiak Airport","Akiak","AK",,,
"AKJ","Asahikawa Airport","Asahikawa","Japan",,,
"AKK","Akhiok Airport","Akhiok","AK",,,
"AKL","Auckland International","Auckland","New Zealand",,,
"AKN","King Salmon Airport","King Salmon","AK",,,
"AKO","Colorado Plains Regional","Akron","CO",,,
"AKP","Anaktuvuk Pass Airport","Anaktuvuk Pass","AK",,,
"AKR","Akure Airport","Akure","Nigeria",,,
"AKS","Auki Airport","Auki","Solomon Islands",,,
"AKT","Akrotiri Airport","Akrotiri","Cyprus",,,
"AKX","Aktyubinsk Airport","Aktyubinsk","Kazakhstan",,,
"AKY","Sittwe Airport","Sittwe","Burma",,,
"AL1","Albertville Regional-Thomas J Brumlik Field","Albertville","AL",,,
"AL2","Shelby County","Alabaster","AL",,,
"AL3","Huntsville Executive Tom Sharp Jr","Huntsville","AL",,,
"AL4","South Alabama Regional at Bill Benton Field","Andalusia/Opp","AL",,,
"AL5","Demopolis Regional","Demopolis","AL",,,
"AL6","H. L. Sonny Callahan","Fairhope","AL",,,
"AL7","Walker County Bevill Field","Jasper","AL",,,
"AL8","Scottsboro Municipal Word Field","Scottsboro","AL",,,
"AL9","Merkel Field Sylacauga Municipal","Sylacauga","AL",,,
"ALA","Almaty Airport","Almaty","Kazakhstan",,,
"ALB","Albany International","Albany","NY",,,
"ALC","Alicante Elche","Alicante","Spain",,,
"ALE","Alpine Casparis Municipal","Alpine","TX",,,
"ALF","Alta Airport","Alta","Norway",,,
"ALG","Houari Boumediene","Algiers","Algeria",,,
"ALH","Albany Airport","Albany","Australia",,,
"ALI","Alice International","Alice","TX",,,
"ALJ","Alexander Bay Airport","Alexander Bay","South Africa",,,
"ALK","Asela Airport","Asela","Ethiopia",,,
"ALM","Alamogordo White Sands Regional","Alamogordo","NM",,,
"ALN","St. Louis Regional","Alton","IL",,,
"ALO","Waterloo Regional","Waterloo","IA",,,
"ALP","Aleppo International","Aleppo","Syria",,,
"ALQ","Alegrete Airport","Alegrete","Brazil",,,
"ALR","Alexandra Airport","Alexandra","New Zealand",,,
"ALS","San Luis Valley Regional/Bergman Field","Alamosa","CO",,,
"ALT","Alenquer Airport","Alenquer","Brazil",,,
"ALU","Alula Airport","Alula","Somalia",,,
"ALW","Walla Walla Regional","Walla Walla","WA",,,
"ALX","Thomas C. Russell Field","Alexander City","AL",,,
"ALY","Alexandria International","Alexandria","Egypt",,,
"ALZ","Alitak Seaplane Base","Lazy Bay","AK",,,
"AMA","Rick Husband Amarillo International","Amarillo","TX",,,
"AMD","Ahmedabad International","Ahmedabad","India",,,
"AMF","Ama Airport","Ama","Papua New Guinea",,,
"AMG","Amboin Airport","Amboin","Papua New Guinea",,,
"AMH","Arba Minch Airport","Arba Minch","Ethiopia",,,
"AMI","Selaparang","Mataram","Indonesia",,,
"AMK","Animas Air Park","Durango","CO",,,
"AML","Puerto Armuelles Airport","Puerto Armuelles","Panama",,,
"AMM","Queen Alia International","Amman","Jordan",,,
"AMN","Gratiot Community","Alma","MI",,,
"AMO","Mao Airport","Mao","Chad",,,
"AMP","Ampanihy Airport","Ampanihy","Madagascar",,,
"AMQ","Pattimura","Ambon","Indonesia",,,
"AMS","Schiphol","Amsterdam","Netherlands",,,
"AMW","Ames Municipal","Ames","IA",,,
"AMX","Ammaroo Station","Ammaroo","Australia",,,
"AMY","Ambatomainty Airport","Ambatomainty","Madagascar",,,
"ANA","Anaheim-Disneyland HP","Anaheim","CA",,,
"ANB","Anniston Regional","Anniston","AL",,,
"ANC","Ted Stevens Anchorage International","Anchorage","AK",,,
"AND","Anderson Regional","Anderson","SC",,,
"ANE","Angers Marce","Angers","France",,,
"ANF","Andres Sabella International","Antofagasta","Chile",,,
"ANG","Angouleme Brie Champniers","Angouleme","France",,,
"ANI","Aniak Airport","Aniak","AK",,,
"ANK","Etimesgut","Ankara","Turkey",,,
"ANM","Antsirabato","Antalaha","Madagascar",,,
"ANN","Annette Island","Annette","AK",,,
"ANO","Angoche Airport","Angoche","Mozambique",,,
"ANP","Lee","Annapolis","MD",,,
"ANR","Deurne","Antwerp","Belgium",,,
"ANS","Andahuaylas Airport","Andahuaylas","Peru",,,
"ANU","V C Bird International","St. Johns","Antigua and Barbuda",,,
"ANV","Anvik Airport","Anvik","AK",,,
"ANX","Andoya","Andeness","Norway",,,
"AOH","Lima Allen County","Lima","OH",,,
"AOI","Ancona Falconara","Ancona","Italy",,,
"AOJ","Aomori Airport","Aomori","Japan",,,
"AOK","Karpathos Airport","Karpathos","Greece",,,
"AOL","Paso de Los Libres Airport","Paso de Los Libres","Argentina",,,
"AOO","Altoona-Blair County","Altoona","PA",,,
"AOR","Sultan Abdul Halim","Alor Setar","Malaysia",,,
"AOS","Amook Bay Airport","Amook Bay","AK",,,
"APA","Centennial","Denver","CO",,,
"APB","Apolo Airport","Apolo","Bolivia",,,
"APC","Napa County","Napa","CA",,,
"APE","San Juan Aposento Airport","San Juan Aposento","Peru",,,
"APF","Naples Municipal","Naples","FL",,,
"APG","Phillips AAF","Aberdeen","MD",,,
"APH","A P Hill AAF","Fort A P Hill","VA",,,
"API","Gomez Nino Apiay AB","Villavicencio","Colombia",,,
"APK","Apataki Airport","Apataki","French Polynesia",,,
"APL","Nampula Airport","Nampula","Mozambique",,,
"APN","Alpena County Regional","Alpena","MI",,,
"APO","Apartado Airport","Apartado","Colombia",,,
"APR","April River Airport","April River","Papua New Guinea",,,
"APT","Marion County Brown Field","Jasper","TN",,,
"APV","Apple Valley Airport","Apple Valley","CA",,,
"APW","Faleolo International","Apia","Samoa",,,
"AQ1","McMurdo Station Phoenix Field","McMurdo Station","Antarctica",,,
"AQ2","Mario Zucchelli","Terra Nova Bay","Antarctica",,,
"AQI","Hafr Al Batin","Qaisumah","Saudi Arabia",,,
"AQJ","King Hussein International","Aqaba","Jordan",,,
"AQP","Rodriguez Ballon International","Arequipa","Peru",,,
"AQS","Saqani Airport","Saqani","Fiji",,,
"AQY","Girdwood Airport","Girdwood","AK",,,
"AR1","Russellville Regional","Russellville","AR",,,
"AR2","Dennis F Cantrell Field","Conway","AR",,,
"AR3","Bentonville Municipal Louise M Thaden Field","Bentonville","AR",,,
"ARA","Acadiana Regional","New Iberia","LA",,,
"ARB","Ann Arbor Municipal","Ann Arbor","MI",,,
"ARC","Arctic Village Airport","Arctic Village","AK",,,
"ARD","Arcadia Municipal","Alor","Indonesia",,,
"ARE","Antonio/Nery/Juarbe Pol","Arecibo","PR",,,
"ARG","Walnut Ridge Regional","Walnut Ridge","AR",,,
"ARH","Talagi","Arkhangelsk","Russia",,,
"ARI","Chacalluta","Arica","Chile",,,
"ARK","Arusha Airport","Arusha","Tanzania",,,
"ARM","Armidale Airport","Armidale","Australia",,,
"ARN","Arlanda","Stockholm","Sweden",,,
"ARP","Aragip Airport","Aragip","Papua New Guinea",,,
"ARQ","Arauquita Airport","Arauquita","Colombia",,,
"ARS","Aragarcas Airport","Aragarcas","Brazil",,,
"ART","Watertown International","Watertown","NY",,,
"ARU","Aracatuba Airport","Aracatuba","Brazil",,,
"ARV","Lakeland/Noble F. Lee Memorial Field","Minocqua/Woodruff","WI",,,
"ARW","Arad International","Arad","Romania",,,
"ARX","Asbury Park/Monmouth County","Asbury Park","NJ",,,
"ARY","Ararat Airport","Ararat","Australia",,,
"ARZ","","","Angola",,,
"ASA","Assab International","Assab","Eritrea",,,
"ASB","Ashgabat Airport","Ashgabat","Turkmenistan",,,
"ASC","Ascension Airport","Ascension","Bolivia",,,
"ASD","Fresh Creek","Andros Town","The Bahamas",,,
"ASE","Aspen Pitkin County Sardy Field","Aspen","CO",,,
"ASF","Narimanova","Astrakhan","Russia",,,
"ASG","Ashburton Airport","Ashburton","New Zealand",,,
"ASH","Boire Field","Nashua","NH",,,
"ASI","","Ascension Island, Saint Helena, Ascension, and Tristan da Cunha","Ascension Aux Af",,,
"ASJ","Amami","Amami O Shima","Japan",,,
"ASK","Yamoussoukro Airport","Yamoussoukro","Cote",,,
"ASL","Harrison County","Marshall","TX",,,
"ASM","Asmara International","Asmara","Eritrea",,,
"ASN","Talladega Municipal","Talladega","AL",,,
"ASO","Asosa Hidase","Asosa","Ethiopia",,,
"ASP","Alice Springs Airport","Alice Springs","Australia",,,
"ASQ","Austin Airport","Austin","NV",,,
"ASR","Kayseri Airport","Kayseri","Turkey",,,
"AST","Astoria Regional","Astoria/Seaside","OR",,,
"ASU","Silvio Pettirossi International","Asuncion","Paraguay",,,
"ASW","Aswan International","Aswan","Egypt",,,
"ASX","John F Kennedy Memorial","Ashland","WI",,,
"ASY","Ashley Municipal","Ashley","ND",,,
"ATA","Anta Huaraz","Anta","Peru",,,
"ATB","Atbara Airport","Atbara","Sudan",,,
"ATC","","","The Bahamas",,,
"ATE","Antlers Municipal","Antlers","OK",,,
"ATH","Eleftherios Venizelos International","Athens","Greece",,,
"ATI","Artigas International","Artigas","Uruguay",,,
"ATK","Atqasuk Edward Burnell Sr. Memorial","Atqasuk","AK",,,
"ATL","Hartsfield-Jackson Atlanta International","Atlanta","GA",,,
"ATM","Altamira Airport","Altamira","Brazil",,,
"ATN","Namatanai Airport","Namatanai","Papua New Guinea",,,
"ATO","Ohio University","Athens","OH",,,
"ATP","Aitape Airport","Aitape","Papua New Guinea",,,
"ATQ","Amritsar International","Amritsar","India",,,
"ATR","Atar Airport","Atar","Mauritania",,,
"ATS","Artesia Municipal","Artesia","NM",,,
"ATT","Atmautluak Airport","Atmautluak","AK",,,
"ATU","Casco Cove CGS","Attu","AK",,,
"ATV","Ati Airport","Ati","Chad",,,
"ATW","Appleton International","Appleton","WI",,,
"ATY","Watertown Regional","Watertown","SD",,,
"ATZ","Assiut Airport","Assiut","Egypt",,,
"AU1","Scherger","Weipa","Australia",,,
"AUA","Reina Beatrix International","Aruba","Aruba",,,
"AUC","Santiago Perez","Arauca","Colombia",,,
"AUD","Augustus Downs Airport","Augustus Downs","Australia",,,
"AUG","Augusta State","Augusta/Waterville","ME",,,
"AUH","Abu Dhabi International","Abu Dhabi","United Arab Emirates",,,
"AUI","Aua Island Airport","Aua Island","Papua New Guinea",,,
"AUK","Alakanuk Airport","Alakanuk","AK",,,
"AUM","Austin Municipal","Austin/Albert Lea","MN",,,
"AUN","Auburn Municipal","Auburn","CA",,,
"AUO","Auburn University Regional","Auburn","AL",,,
"AUP","Aguan Papua N.G.","Aguan","Papua New Guinea",,,
"AUQ","Hiva Oa/Atuona","Atuona","French Polynesia",,,
"AUR","Aurillac Airport","Aurillac","France",,,
"AUS","Austin - Bergstrom International","Austin","TX",,,
"AUW","Wausau Downtown","Wausau","WI",,,
"AUX","Araguaina Airport","Araguaina","Brazil",,,
"AUY","Aneityum Airport","Aneityum","Vanuatu",,,
"AUZ","Aurora Municipal","Aurora","IL",,,
"AVB","Aviano AB","Aviano","Italy",,,
"AVI","Maximo Gomez","Ciego de Avila","Cuba",,,
"AVL","Asheville Regional","Asheville","NC",,,
"AVN","Avignon Caumont","Avignon","France",,,
"AVO","Avon Park Executive","Avon Park","FL",,,
"AVP","Wilkes Barre Scranton International","Scranton/Wilkes-Barre","PA",,,
"AVV","Avalon Airport","Avalon","Australia",,,
"AVW","Marana Regional","Tucson","AZ",,,
"AVX","Catalina","Avalon","CA",,,
"AWA","Lake Awasa","Awasa","Ethiopia",,,
"AWK","Wake Island Airfield","Wake Island","TT",,,
"AWM","West Memphis Municipal","West Memphis","AR",,,
"AWR","Awar Airport","Awar","Papua New Guinea",,,
"AWX","Andrews County","Andrews","TX",,,
"AWZ","Ahwaz Airport","Ahwaz","Iran",,,
"AXA","Clayton J Lloyd","The Valley","Anguilla",,,
"AXB","Maxson Airfield","Alexandria Bay","NY",,,
"AXC","Aramac Airport","Aramac","Australia",,,
"AXD","Dimokritos","Alexandroupolis","Greece",,,
"AXM","El Eden","Armenia","Colombia",,,
"AXN","Chandler Field","Alexandria","MN",,,
"AXP","Spring Point Airport","Spring Point","The Bahamas",,,
"AXS","Altus/Quartz Mountain Regional","Altus","OK",,,
"AXT","Akita Airport","Akita","Japan",,,
"AXU","Axum Atse Yohannes IV","Axum","Ethiopia",,,
"AXV","Neil Armstrong","Wapakoneta","OH",,,
"AXX","Angel Fire","Eagle Nest","NM",,,
"AYL","Anthony Lagoon Airport","Anthony Lagoon","Australia",,,
"AYP","Coronel FAP Alfredo Mendivil Duarte","Ayacucho","Peru",,,
"AYQ","Ayers Rock Connellan","Ayers Rock","Australia",,,
"AYR","Ayr Airport","Ayr","Australia",,,
"AYS","Waycross-Ware County","Waycross","GA",,,
"AYT","Antalya Airport","Antalya","Turkey",,,
"AYW","Ayawasi Airport","Ayawasi","Indonesia",,,
"AZ1","Valle","Grand Canyon","AZ",,,
